CUSTOMERNAME,SALES,PHONE,CITY,STATE,COUNTRY,POSTALCODE
Canadian Gift Exchange Network     ,4572.2,(604) 555-3392   ,Vancouver      ,BC             ,Canada         ,V3F 2K1     
FunGiftIdeas.com                   ,5700.1,5085552555       ,New Bedford    ,MA             ,USA            ,50553       
Vitachrome Inc.                    ,3155.5,2125551500       ,NYC            ,NY             ,USA            ,10022       
Motor Mint Distributors Inc.       ,4170.7,2155559857       ,Philadelphia   ,PA             ,USA            ,71270       
"Volvo Model Replicas, Co           ",2878.8,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
"Australian Collectors, Co.         ",5029.5,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Muscle Machine Inc                 ,7396.8,2125557413       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2991.7,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Royale Belge                       ,6275.7,(071) 23 67 2555 ,Charleroi      ,               ,Belgium        ,B-6000      
"Anna's Decorations, Ltd            ",1535,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
"Toys of Finland, Co.               ",7264.5,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Euro+ Shopping Channel             ,6869.1,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Euro+ Shopping Channel             ,3353,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Caravy                        ,8289,88.60.1555       ,Strasbourg     ,               ,France         ,67000       
Euro+ Shopping Channel             ,11887.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Salzburg Collectables              ,5926.9,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
La Rochelle Gifts                  ,3793.2,40.67.8555       ,Nantes         ,               ,France         ,44000       
Danish Wholesale Imports           ,4330.1,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"Dragon Souveniers, Ltd.            ",2011.8,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
Euro+ Shopping Channel             ,4837.2,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,2151.8,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,2573.5,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Dragon Souveniers, Ltd.            ",5344.5,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
CAF Imports                        ,3070.5,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,3952.8,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Super Scale Inc.                   ,3564.8,2035559545       ,New Haven      ,CT             ,USA            ,97823       
"Saveley & Henriot, Co.             ",5614.6,78.32.5555       ,Lyon           ,               ,France         ,69004       
Petit Auto                         ,1855.4,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
giftsbymail.co.uk                  ,4598.4,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Land of Toys Inc.                  ,5082.4,2125557818       ,NYC            ,NY             ,USA            ,10022       
Petit Auto                         ,5450.6,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
Mini Gifts Distributors Ltd.       ,4174.9,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Amica Models & Co.                 ,2418.2,011-4988555      ,Torino         ,               ,Italy          ,10100       
"AV Stores, Co.                     ",3670.4,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
Heintze Collectables               ,2481.7,86 21 3555       ,?rhus          ,               ,Denmark        ,8200        
"Volvo Model Replicas, Co           ",3807.7,0921-12 3555     ,Lule†          ,               ,Sweden         ,S-958 22    
"La Corne D'abondance, Co.          ",2230.4,(1) 42.34.2555   ,Paris          ,               ,France         ,75012       
Euro+ Shopping Channel             ,3814.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Tokyo Collectables, Ltd            ",2117.8,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Euro+ Shopping Channel             ,3340.5,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,2154,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Gifts4AllAges.com                  ,5808.5,6175559555       ,Boston         ,MA             ,USA            ,51003       
Cruz & Sons Co.                    ,1777.1,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Marseille Mini Autos               ,1536.6,91.24.4555       ,Marseille      ,               ,France         ,13008       
Mini Gifts Distributors Ltd.       ,3510,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Collectables For Less Inc.         ,3097.4,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
Corporate Gift Ideas Co.           ,1705.4,6505551386       ,San Francisco  ,CA             ,USA            ,            
"Anna's Decorations, Ltd            ",2264.3,02 9936 8555     ,North Sydney   ,NSW            ,Australia      ,2060        
Herkku Gifts                       ,2484.6,+47 2267 3215    ,Bergen         ,               ,Norway         ,N 5804      
"Toms Spezialit„ten, Ltd            ",3415.7,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
Euro+ Shopping Channel             ,2839.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Auto Canal+ Petit                  ,2730,(1) 47.55.6555   ,Paris          ,               ,France         ,75016       
"Vida Sport, Ltd                    ",3540.5,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
Danish Wholesale Imports           ,3000,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Auto Canal+ Petit                  ,1527.8,(1) 47.55.6555   ,Paris          ,               ,France         ,75016       
"Australian Collectables, Ltd       ",3907.8,61-9-3844-6555   ,Glen Waverly   ,Victoria       ,Australia      ,3150        
Online Mini Collectables           ,2658.5,6175557555       ,Brickhaven     ,MA             ,USA            ,58339       
"Vida Sport, Ltd                    ",3042.7,0897-034555      ,GenŠve         ,               ,Switzerland    ,1203        
"Blauer See Auto, Co.               ",3861.2,+49 69 66 90 2555,Frankfurt      ,               ,Germany        ,60528       
"Toms Spezialit„ten, Ltd            ",2171.1,0221-5554327     ,K”ln           ,               ,Germany        ,50739       
Microscale Inc.                    ,3403.1,2125551957       ,NYC            ,NY             ,USA            ,10022       
Land of Toys Inc.                  ,2245.8,2125557818       ,NYC            ,NY             ,USA            ,10022       
"Australian Collectors, Co.         ",1668.5,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Suominen Souveniers                ,2773.8,+358 9 8045 555  ,Espoo          ,               ,Finland        ,FIN-02271   
Euro+ Shopping Channel             ,2464,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Mini Gifts Distributors Ltd.       ,5491.6,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Baane Mini Imports                 ,4791.8,07-98 9555       ,Stavern        ,               ,Norway         ,4110        
Mini Wheels Co.                    ,4178.9,6505555787       ,San Francisco  ,CA             ,USA            ,            
"Corrida Auto Replicas, Ltd         ",3128.9,(91) 555 22 82   ,Madrid         ,               ,Spain          ,28023       
Souveniers And Things Co.          ,3095.4,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
Signal Collectibles Ltd.           ,3958.5,4155554312       ,Brisbane       ,CA             ,USA            ,94217       
Classic Legends Inc.               ,4991.4,2125558493       ,NYC            ,NY             ,USA            ,10022       
Rovelli Gifts                      ,2762,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Mini Gifts Distributors Ltd.       ,2848.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
"Australian Collectables, Ltd       ",2539.8,61-9-3844-6555   ,Glen Waverly   ,Victoria       ,Australia      ,3150        
Canadian Gift Exchange Network     ,2444.4,(604) 555-3392   ,Vancouver      ,BC             ,Canada         ,V3F 2K1     
West Coast Collectables Co.        ,4555.9,3105553722       ,Burbank        ,CA             ,USA            ,94019       
"Saveley & Henriot, Co.             ",3667,78.32.5555       ,Lyon           ,               ,France         ,69004       
Euro+ Shopping Channel             ,3035.9,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
The Sharp Gifts Warehouse          ,2321.5,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Amica Models & Co.                 ,3474.5,011-4988555      ,Torino         ,               ,Italy          ,10100       
Auto-Moto Classics Inc.            ,2502,6175558428       ,Brickhaven     ,MA             ,USA            ,58339       
Auto Associ‚s & Cie.               ,3958.5,30.59.8555       ,Versailles     ,               ,France         ,78000       
Mini Gifts Distributors Ltd.       ,3535.9,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
"Blauer See Auto, Co.               ",3011.9,+49 69 66 90 2555,Frankfurt      ,               ,Germany        ,60528       
Mini Wheels Co.                    ,11336.7,6505555787       ,San Francisco  ,CA             ,USA            ,            
"Australian Collectors, Co.         ",2656.9,03 9520 4555     ,Melbourne      ,Victoria       ,Australia      ,3004        
Mini Gifts Distributors Ltd.       ,2604.2,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Collectables For Less Inc.         ,3288.6,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
Mini Gifts Distributors Ltd.       ,8935.5,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Mini Auto Werke                    ,4036,7675-3555        ,Graz           ,               ,Austria        ,8010        
Petit Auto                         ,1875.1,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
Cruz & Sons Co.                    ,4049.6,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Marseille Mini Autos               ,2469.4,91.24.4555       ,Marseille      ,               ,France         ,13008       
